ID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25
R1599,60岁以上,男,研究生及以上,县级市,否,否,是,是,辅助诊断,新闻报道,愿意,医生,没听说过,未使用,较不信任,被医生替代,是,不愿意,不担心,不确定,政府,是,接受,不愿意支付,不了解
R1600,60岁以上,女,小学及以下,城市,否,是,是,是,医疗影像识别,医生介绍,视情况而定,医生,使用过,准确,一般,无法理解,无所谓,视情况而定,不担心,接受,政府,是,不接受,0-20元,担心
R1601,18岁以下,男,研究生及以上,城市,是,否,是,是,医疗影像识别,医生介绍,愿意,AI系统,听说过但没用过,未使用,较信任,其他,是,愿意,比较担心,接受,不需要监管,是,接受,不愿意支付,担心
R1602,18岁以下,其他,初中,城市,是,是,是,是,辅助诊断,朋友推荐,不愿意,AI系统,听说过但没用过,准确,完全不信任,数据泄露,是,视情况而定,非常担心,不接受,医院,是,接受,20-50元,不了解
R1603,18-30岁,男,小学及以下,县级市,否,否,是,是,药物推荐,朋友推荐,不愿意,难以判断,使用过,准确,完全不信任,数据泄露,否,视情况而定,比较担心,不接受,政府,不确定,不接受,20-50元,不担心
R1604,31-45岁,其他,小学及以下,县级市,否,是,是,否,辅助诊断,朋友推荐,不愿意,AI系统,使用过,未使用,完全不信任,错诊漏诊,否,不愿意,不担心,接受,政府,否,接受,0-20元,担心
R1605,18岁以下,女,高中/中专,城市,否,否,是,是,辅助诊断,新闻报道,不愿意,AI系统,使用过,准确,完全不信任,数据泄露,无所谓,视情况而定,比较担心,不确定,医院,不确定,不接受,不愿意支付,不了解
R1606,46-60岁,其他,初中,城市,是,否,是,是,医疗影像识别,医生介绍,愿意,AI系统,听说过但没用过,准确,完全不信任,错诊漏诊,是,不愿意,稍微担心,接受,政府,不确定,不接受,0-20元,担心
R1607,60岁以上,女,研究生及以上,农村,否,否,是,是,医疗影像识别,互联网搜索,愿意,AI系统,使用过,未使用,较信任,错诊漏诊,是,愿意,不担心,不确定,政府,不确定,不接受,20-50元,担心
R1608,46-60岁,其他,初中,城市,是,是,是,是,不清楚,互联网搜索,视情况而定,都不信任,使用过,方便,完全不信任,被医生替代,无所谓,不愿意,不担心,接受,政府,是,取决于场景,不愿意支付,担心
R1609,60岁以上,男,小学及以下,农村,是,否,是,是,辅助诊断,不了解,愿意,医生,没听说过,未使用,完全不信任,被医生替代,是,愿意,不担心,接受,政府,否,接受,不愿意支付,担心
R1610,31-45岁,女,初中,农村,否,否,是,是,不清楚,朋友推荐,愿意,都不信任,使用过,未使用,完全不信任,错诊漏诊,是,视情况而定,比较担心,接受,政府,不确定,接受,50元以上,担心
R1611,60岁以上,其他,小学及以下,农村,否,是,是,是,辅助诊断,医生介绍,愿意,AI系统,听说过但没用过,准确,完全不信任,其他,是,不愿意,不担心,接受,政府,不确定,不接受,0-20元,不担心
R1612,46-60岁,女,高中/中专,农村,否,是,是,是,医疗影像识别,互联网搜索,愿意,难以判断,使用过,准确,一般,被医生替代,无所谓,愿意,比较担心,接受,政府,是,接受,0-20元,担心
R1613,60岁以上,其他,高中/中专,城市,否,是,是,是,不清楚,互联网搜索,愿意,都不信任,使用过,方便,较不信任,被医生替代,是,愿意,比较担心,接受,政府,是,不接受,50元以上,担心
R1614,18岁以下,其他,高中/中专,农村,否,否,是,是,医疗影像识别,医生介绍,愿意,难以判断,没听说过,准确,较信任,其他,无所谓,视情况而定,比较担心,接受,政府,是,接受,20-50元,不担心
R1615,18-30岁,其他,小学及以下,农村,否,是,是,是,不清楚,医生介绍,愿意,难以判断,没听说过,准确,完全不信任,被医生替代,是,视情况而定,不担心,不确定,政府,是,不接受,不愿意支付,担心
R1616,60岁以上,女,本科,县级市,否,是,是,是,药物推荐,朋友推荐,愿意,医生,没听说过,准确,一般,错诊漏诊,是,愿意,不担心,接受,政府,否,不接受,不愿意支付,担心
R1617,60岁以上,男,初中,农村,是,是,是,是,医疗影像识别,医生介绍,不愿意,都不信任,使用过,快捷,较信任,其他,是,不愿意,不担心,不确定,医院,是,取决于场景,0-20元,不担心
R1618,31-45岁,女,初中,农村,是,是,是,是,药物推荐,医生介绍,愿意,AI系统,听说过但没用过,准确,非常信任,错诊漏诊,无所谓,愿意,比较担心,接受,政府,是,接受,50元以上,担心
R1619,46-60岁,男,本科,农村,是,否,是,否,医疗影像识别,不了解,视情况而定,医生,听说过但没用过,准确,较不信任,无法理解,是,愿意,比较担心,不确定,政府,是,不接受,不愿意支付,不了解
R1620,18岁以下,其他,初中,城市,否,是,是,否,医疗影像识别,医生介绍,不愿意,AI系统,没听说过,快捷,完全不信任,无法理解,无所谓,视情况而定,比较担心,不接受,医院,否,不接受,0-20元,担心
R1621,31-45岁,女,高中/中专,县级市,是,是,是,是,医疗影像识别,新闻报道,愿意,难以判断,使用过,快捷,完全不信任,数据泄露,否,愿意,不担心,不接受,不需要监管,是,取决于场景,不愿意支付,不了解
R1622,31-45岁,男,本科,县级市,否,否,是,是,医疗影像识别,医生介绍,不愿意,医生,没听说过,准确,完全不信任,其他,否,愿意,稍微担心,不确定,政府,是,接受,0-20元,担心
R1623,31-45岁,男,高中/中专,农村,是,否,是,是,辅助诊断,医生介绍,视情况而定,AI系统,使用过,准确,完全不信任,无法理解,无所谓,视情况而定,非常担心,不确定,政府,不确定,取决于场景,不愿意支付,担心
R1624,46-60岁,其他,本科,城市,否,否,是,是,医疗影像识别,不了解,视情况而定,AI系统,没听说过,快捷,一般,错诊漏诊,否,愿意,不担心,不确定,政府,不确定,取决于场景,不愿意支付,不担心
R1625,60岁以上,其他,本科,县级市,否,是,是,是,医疗影像识别,朋友推荐,愿意,难以判断,没听说过,准确,完全不信任,无法理解,是,愿意,稍微担心,接受,政府,是,不接受,不愿意支付,担心
R1626,18-30岁,女,研究生及以上,城市,否,是,是,是,辅助诊断,医生介绍,不愿意,AI系统,使用过,准确,完全不信任,错诊漏诊,是,愿意,不担心,接受,政府,是,接受,50元以上,担心
R1627,18-30岁,女,小学及以下,城市,是,是,否,是,不清楚,医生介绍,愿意,医生,使用过,方便,完全不信任,错诊漏诊,是,愿意,比较担心,接受,政府,不确定,接受,不愿意支付,不担心
R1628,60岁以上,男,小学及以下,农村,否,否,是,是,药物推荐,医生介绍,视情况而定,难以判断,没听说过,准确,完全不信任,无法理解,是,愿意,不担心,不接受,政府,是,接受,不愿意支付,担心
R1629,18岁以下,男,小学及以下,城市,否,是,是,是,辅助诊断,医生介绍,愿意,都不信任,使用过,快捷,非常信任,无法理解,是,愿意,不担心,不接受,医院,否,取决于场景,0-20元,不了解
R1630,18岁以下,其他,研究生及以上,县级市,是,是,是,是,药物推荐,新闻报道,视情况而定,都不信任,听说过但没用过,未使用,较信任,错诊漏诊,无所谓,视情况而定,非常担心,接受,第三方独立机构,是,接受,50元以上,不了解
R1631,60岁以上,男,小学及以下,城市,否,是,是,是,辅助诊断,医生介绍,愿意,AI系统,听说过但没用过,不满意,较信任,被医生替代,无所谓,不愿意,比较担心,不确定,第三方独立机构,否,不接受,50元以上,担心
R1632,18-30岁,其他,小学及以下,县级市,否,否,是,是,医疗影像识别,新闻报道,愿意,都不信任,使用过,准确,一般,错诊漏诊,无所谓,不愿意,不担心,不接受,政府,是,接受,不愿意支付,不了解
R1633,31-45岁,其他,小学及以下,县级市,否,是,是,是,医疗影像识别,新闻报道,视情况而定,难以判断,使用过,不满意,非常信任,错诊漏诊,否,视情况而定,比较担心,接受,政府,否,取决于场景,0-20元,不了解
R1634,46-60岁,其他,小学及以下,县级市,是,是,是,是,医疗影像识别,医生介绍,视情况而定,都不信任,听说过但没用过,未使用,完全不信任,数据泄露,否,不愿意,不担心,不确定,第三方独立机构,否,取决于场景,不愿意支付,不担心
R1635,18岁以下,女,初中,农村,是,否,是,是,药物推荐,不了解,视情况而定,AI系统,听说过但没用过,准确,较不信任,错诊漏诊,是,不愿意,不担心,接受,政府,是,接受,50元以上,不担心
R1636,18-30岁,其他,初中,县级市,否,否,是,是,辅助诊断,不了解,愿意,难以判断,使用过,准确,一般,错诊漏诊,是,愿意,不担心,接受,医院,是,取决于场景,20-50元,不了解
R1637,18-30岁,男,研究生及以上,城市,是,是,是,是,辅助诊断,朋友推荐,不愿意,都不信任,使用过,快捷,完全不信任,数据泄露,无所谓,不愿意,不担心,接受,政府,不确定,接受,50元以上,不了解
R1638,18岁以下,女,小学及以下,农村,否,否,是,是,不清楚,医生介绍,不愿意,AI系统,听说过但没用过,未使用,完全不信任,数据泄露,无所谓,视情况而定,非常担心,接受,医院,不确定,接受,50元以上,不担心
R1639,46-60岁,男,初中,县级市,否,是,是,是,医疗影像识别,互联网搜索,愿意,AI系统,使用过,准确,完全不信任,错诊漏诊,是,视情况而定,比较担心,不确定,不需要监管,是,取决于场景,不愿意支付,不担心
R1640,60岁以上,其他,本科,农村,否,否,是,是,辅助诊断,互联网搜索,不愿意,AI系统,没听说过,准确,完全不信任,错诊漏诊,是,愿意,比较担心,接受,不需要监管,否,接受,0-20元,不担心
R1641,46-60岁,其他,本科,农村,是,否,是,是,医疗影像识别,医生介绍,视情况而定,AI系统,使用过,方便,完全不信任,数据泄露,是,愿意,非常担心,接受,政府,否,不接受,不愿意支付,担心
R1642,31-45岁,女,高中/中专,农村,是,否,是,是,辅助诊断,医生介绍,愿意,AI系统,使用过,快捷,完全不信任,错诊漏诊,是,不愿意,不担心,接受,不需要监管,是,取决于场景,不愿意支付,担心
R1643,46-60岁,其他,高中/中专,县级市,否,否,是,是,不清楚,医生介绍,视情况而定,都不信任,听说过但没用过,未使用,较信任,错诊漏诊,是,不愿意,稍微担心,接受,政府,是,接受,不愿意支付,不担心
R1644,31-45岁,女,研究生及以上,县级市,是,否,是,是,药物推荐,医生介绍,愿意,AI系统,使用过,准确,完全不信任,错诊漏诊,是,愿意,比较担心,不接受,不需要监管,不确定,取决于场景,不愿意支付,担心
R1645,46-60岁,其他,本科,县级市,是,是,是,是,辅助诊断,互联网搜索,视情况而定,医生,使用过,方便,较信任,被医生替代,是,视情况而定,比较担心,不确定,第三方独立机构,否,接受,20-50元,担心
R1646,46-60岁,男,本科,县级市,否,是,是,是,辅助诊断,新闻报道,不愿意,AI系统,使用过,准确,非常信任,错诊漏诊,无所谓,愿意,稍微担心,接受,不需要监管,是,接受,20-50元,担心
R1647,18-30岁,其他,初中,农村,是,否,是,是,医疗影像识别,互联网搜索,愿意,医生,没听说过,准确,非常信任,错诊漏诊,否,视情况而定,不担心,接受,政府,否,不接受,不愿意支付,不担心
R1648,18岁以下,男,高中/中专,县级市,是,是,是,是,医疗影像识别,不了解,视情况而定,AI系统,没听说过,准确,较信任,错诊漏诊,无所谓,不愿意,比较担心,不确定,政府,是,不接受,不愿意支付,不担心
R1649,18-30岁,男,研究生及以上,城市,是,否,是,是,不清楚,医生介绍,愿意,AI系统,使用过,准确,较不信任,错诊漏诊,是,不愿意,稍微担心,不确定,政府,不确定,不接受,0-20元,担心
R1650,31-45岁,其他,本科,县级市,是,是,是,是,药物推荐,互联网搜索,愿意,难以判断,使用过,方便,完全不信任,错诊漏诊,否,视情况而定,不担心,不接受,第三方独立机构,不确定,不接受,不愿意支付,不担心
R1651,46-60岁,女,小学及以下,县级市,否,是,是,是,医疗影像识别,医生介绍,不愿意,AI系统,没听说过,未使用,完全不信任,被医生替代,无所谓,视情况而定,非常担心,接受,第三方独立机构,是,取决于场景,不愿意支付,不担心
R1652,46-60岁,女,高中/中专,农村,否,否,是,是,药物推荐,医生介绍,视情况而定,AI系统,听说过但没用过,不满意,完全不信任,无法理解,是,愿意,稍微担心,接受,不需要监管,是,接受,0-20元,担心
R1653,18-30岁,男,初中,县级市,是,否,是,是,辅助诊断,新闻报道,不愿意,都不信任,听说过但没用过,准确,完全不信任,错诊漏诊,是,愿意,不担心,不接受,政府,是,接受,50元以上,不担心
R1654,31-45岁,其他,研究生及以上,城市,是,否,是,是,医疗影像识别,新闻报道,愿意,医生,使用过,不满意,完全不信任,错诊漏诊,无所谓,愿意,稍微担心,接受,不需要监管,否,接受,不愿意支付,担心
R1655,18-30岁,其他,本科,县级市,是,是,是,是,医疗影像识别,不了解,愿意,AI系统,听说过但没用过,快捷,完全不信任,无法理解,否,视情况而定,比较担心,接受,第三方独立机构,是,取决于场景,不愿意支付,担心
R1656,18-30岁,女,高中/中专,农村,是,是,是,是,不清楚,新闻报道,愿意,医生,使用过,方便,完全不信任,被医生替代,无所谓,愿意,不担心,接受,政府,否,不接受,0-20元,担心
R1657,60岁以上,男,本科,农村,否,是,是,是,药物推荐,朋友推荐,愿意,AI系统,使用过,准确,完全不信任,被医生替代,否,视情况而定,不担心,不接受,政府,是,取决于场景,不愿意支付,不担心
R1658,31-45岁,其他,小学及以下,城市,是,否,是,是,医疗影像识别,医生介绍,愿意,难以判断,使用过,准确,一般,错诊漏诊,是,愿意,不担心,接受,医院,不确定,接受,20-50元,担心
R1659,31-45岁,女,小学及以下,农村,否,否,是,是,辅助诊断,不了解,愿意,都不信任,听说过但没用过,方便,完全不信任,错诊漏诊,是,愿意,非常担心,不接受,不需要监管,否,接受,不愿意支付,担心
R1660,60岁以上,其他,小学及以下,城市,否,否,是,是,辅助诊断,医生介绍,愿意,AI系统,使用过,准确,较不信任,被医生替代,是,视情况而定,不担心,接受,医院,不确定,取决于场景,不愿意支付,不担心
R1661,46-60岁,其他,本科,农村,是,是,是,是,医疗影像识别,不了解,愿意,AI系统,没听说过,未使用,完全不信任,数据泄露,无所谓,愿意,不担心,接受,政府,是,不接受,0-20元,担心
R1662,31-45岁,女,小学及以下,城市,否,否,是,是,药物推荐,朋友推荐,愿意,难以判断,使用过,未使用,完全不信任,错诊漏诊,是,愿意,稍微担心,不确定,政府,是,接受,不愿意支付,担心
R1663,60岁以上,其他,初中,城市,是,否,是,是,医疗影像识别,互联网搜索,愿意,AI系统,使用过,准确,完全不信任,被医生替代,是,愿意,非常担心,接受,政府,是,接受,20-50元,不了解
R1664,31-45岁,女,高中/中专,县级市,是,是,是,是,医疗影像识别,朋友推荐,愿意,AI系统,没听说过,快捷,完全不信任,错诊漏诊,无所谓,愿意,不担心,不接受,政府,是,取决于场景,20-50元,不了解
R1665,18-30岁,女,研究生及以上,县级市,是,是,是,是,医疗影像识别,新闻报道,愿意,AI系统,使用过,准确,完全不信任,被医生替代,是,愿意,不担心,不接受,医院,否,不接受,不愿意支付,不了解
R1666,31-45岁,女,小学及以下,农村,是,否,是,是,医疗影像识别,互联网搜索,愿意,都不信任,听说过但没用过,快捷,完全不信任,错诊漏诊,无所谓,愿意,比较担心,接受,第三方独立机构,否,不接受,不愿意支付,担心
R1667,60岁以上,男,初中,县级市,是,是,是,否,医疗影像识别,医生介绍,不愿意,都不信任,没听说过,方便,较信任,错诊漏诊,是,愿意,不担心,不确定,第三方独立机构,否,取决于场景,不愿意支付,担心
R1668,46-60岁,男,小学及以下,县级市,是,是,是,是,不清楚,不了解,愿意,医生,听说过但没用过,准确,一般,无法理解,否,视情况而定,不担心,不确定,政府,是,接受,不愿意支付,担心
R1669,18岁以下,其他,初中,县级市,否,是,是,是,辅助诊断,医生介绍,愿意,AI系统,听说过但没用过,准确,完全不信任,被医生替代,是,视情况而定,非常担心,不接受,不需要监管,不确定,取决于场景,不愿意支付,不担心
R1670,31-45岁,女,初中,农村,是,否,是,是,医疗影像识别,医生介绍,视情况而定,AI系统,使用过,准确,完全不信任,其他,否,愿意,不担心,接受,不需要监管,不确定,接受,50元以上,担心
R1671,60岁以上,其他,本科,农村,是,否,是,是,药物推荐,医生介绍,不愿意,医生,使用过,准确,完全不信任,无法理解,是,不愿意,不担心,不接受,政府,是,不接受,不愿意支付,不了解
R1672,18-30岁,女,高中/中专,县级市,是,否,是,是,辅助诊断,新闻报道,愿意,医生,使用过,方便,较信任,被医生替代,否,不愿意,不担心,不接受,不需要监管,不确定,不接受,20-50元,担心
R1673,46-60岁,男,初中,农村,是,是,是,是,不清楚,医生介绍,愿意,AI系统,没听说过,准确,非常信任,错诊漏诊,是,视情况而定,非常担心,不接受,政府,否,接受,20-50元,不担心
R1674,60岁以上,男,小学及以下,县级市,否,否,是,是,不清楚,医生介绍,愿意,AI系统,使用过,方便,完全不信任,无法理解,否,愿意,不担心,不接受,政府,是,不接受,不愿意支付,担心
R1675,60岁以上,其他,本科,农村,否,否,是,是,医疗影像识别,医生介绍,视情况而定,医生,使用过,准确,完全不信任,错诊漏诊,否,视情况而定,不担心,不确定,医院,不确定,接受,不愿意支付,不了解
R1676,18-30岁,男,高中/中专,农村,否,是,是,是,不清楚,医生介绍,视情况而定,医生,使用过,准确,完全不信任,无法理解,否,愿意,不担心,接受,政府,不确定,不接受,0-20元,担心
R1677,31-45岁,女,研究生及以上,县级市,是,是,是,是,医疗影像识别,互联网搜索,愿意,都不信任,没听说过,未使用,完全不信任,被医生替代,否,愿意,不担心,不接受,不需要监管,否,取决于场景,不愿意支付,不担心
R1678,60岁以上,男,本科,农村,否,是,是,是,医疗影像识别,朋友推荐,视情况而定,AI系统,没听说过,不满意,一般,错诊漏诊,是,视情况而定,不担心,接受,医院,是,取决于场景,不愿意支付,不了解
R1679,18-30岁,男,研究生及以上,县级市,是,否,是,是,医疗影像识别,新闻报道,视情况而定,AI系统,使用过,快捷,较信任,无法理解,是,视情况而定,不担心,接受,政府,是,接受,20-50元,担心
R1680,18岁以下,女,高中/中专,城市,否,是,是,是,医疗影像识别,不了解,视情况而定,难以判断,没听说过,不满意,较信任,错诊漏诊,是,视情况而定,不担心,接受,第三方独立机构,不确定,接受,不愿意支付,担心
R1681,18-30岁,其他,研究生及以上,农村,是,是,是,是,医疗影像识别,新闻报道,愿意,AI系统,使用过,未使用,完全不信任,其他,是,不愿意,非常担心,接受,医院,是,接受,0-20元,担心
R1682,18-30岁,女,小学及以下,农村,否,是,是,否,医疗影像识别,新闻报道,不愿意,AI系统,听说过但没用过,准确,完全不信任,其他,是,愿意,比较担心,接受,政府,是,不接受,50元以上,担心
R1683,60岁以上,女,研究生及以上,县级市,是,是,是,是,辅助诊断,医生介绍,愿意,AI系统,使用过,准确,完全不信任,错诊漏诊,否,不愿意,稍微担心,不确定,不需要监管,是,不接受,不愿意支付,不了解
R1684,46-60岁,其他,本科,城市,否,否,是,是,医疗影像识别,医生介绍,愿意,医生,使用过,准确,完全不信任,错诊漏诊,无所谓,愿意,比较担心,接受,政府,是,取决于场景,不愿意支付,不担心
R1685,60岁以上,其他,高中/中专,农村,是,是,是,否,医疗影像识别,朋友推荐,不愿意,AI系统,听说过但没用过,快捷,一般,无法理解,否,愿意,不担心,不确定,政府,否,接受,不愿意支付,不担心
R1686,60岁以上,男,高中/中专,县级市,是,是,是,是,辅助诊断,朋友推荐,不愿意,都不信任,没听说过,快捷,非常信任,被医生替代,是,不愿意,稍微担心,接受,政府,不确定,不接受,50元以上,不了解
R1687,60岁以上,男,研究生及以上,县级市,否,是,是,是,药物推荐,互联网搜索,不愿意,AI系统,使用过,准确,完全不信任,错诊漏诊,否,不愿意,不担心,接受,政府,是,取决于场景,0-20元,担心
R1688,60岁以上,女,高中/中专,农村,否,否,是,是,医疗影像识别,医生介绍,视情况而定,都不信任,使用过,准确,一般,错诊漏诊,无所谓,愿意,稍微担心,不接受,政府,不确定,接受,50元以上,不了解
R1689,18-30岁,男,小学及以下,县级市,是,是,是,是,医疗影像识别,医生介绍,愿意,AI系统,使用过,未使用,完全不信任,错诊漏诊,是,不愿意,比较担心,接受,医院,否,取决于场景,不愿意支付,担心
R1690,18-30岁,其他,初中,城市,是,是,是,是,不清楚,不了解,视情况而定,AI系统,没听说过,准确,一般,错诊漏诊,无所谓,不愿意,比较担心,接受,政府,不确定,接受,20-50元,担心
R1691,18-30岁,其他,研究生及以上,农村,是,是,是,是,医疗影像识别,朋友推荐,愿意,AI系统,没听说过,准确,一般,其他,是,愿意,非常担心,不接受,政府,不确定,接受,不愿意支付,担心
R1692,46-60岁,其他,本科,农村,否,否,是,是,药物推荐,医生介绍,不愿意,AI系统,使用过,不满意,非常信任,错诊漏诊,是,愿意,不担心,接受,第三方独立机构,是,接受,50元以上,不了解
R1693,31-45岁,女,研究生及以上,城市,否,否,是,是,辅助诊断,医生介绍,不愿意,AI系统,使用过,快捷,完全不信任,错诊漏诊,是,视情况而定,不担心,接受,政府,是,不接受,不愿意支付,担心
R1694,31-45岁,女,研究生及以上,城市,是,是,是,是,医疗影像识别,不了解,视情况而定,AI系统,听说过但没用过,准确,完全不信任,错诊漏诊,是,愿意,不担心,接受,第三方独立机构,是,取决于场景,不愿意支付,担心
R1695,31-45岁,女,本科,县级市,否,是,是,是,医疗影像识别,医生介绍,愿意,难以判断,使用过,准确,完全不信任,其他,是,愿意,稍微担心,接受,第三方独立机构,是,接受,50元以上,不了解
R1696,18-30岁,男,小学及以下,农村,否,否,是,是,不清楚,医生介绍,视情况而定,难以判断,没听说过,准确,较信任,其他,是,愿意,不担心,接受,政府,是,接受,不愿意支付,不担心
R1697,60岁以上,女,研究生及以上,城市,否,是,是,否,医疗影像识别,医生介绍,愿意,AI系统,使用过,方便,完全不信任,被医生替代,无所谓,愿意,不担心,不确定,第三方独立机构,是,取决于场景,不愿意支付,不了解
R1698,46-60岁,女,研究生及以上,农村,是,否,是,是,药物推荐,医生介绍,视情况而定,医生,使用过,准确,非常信任,无法理解,否,愿意,比较担心,不确定,不需要监管,是,取决于场景,不愿意支付,不担心
R1699,31-45岁,其他,小学及以下,农村,是,是,是,是,药物推荐,互联网搜索,愿意,AI系统,使用过,准确,较不信任,其他,是,不愿意,稍微担心,接受,第三方独立机构,是,取决于场景,不愿意支付,不了解
R1700,18岁以下,女,小学及以下,县级市,否,是,是,是,不清楚,医生介绍,不愿意,医生,使用过,准确,较不信任,错诊漏诊,无所谓,愿意,不担心,接受,政府,不确定,取决于场景,20-50元,不了解
R1701,18-30岁,其他,初中,农村,是,否,是,是,医疗影像识别,医生介绍,愿意,AI系统,使用过,准确,完全不信任,其他,是,愿意,不担心,不接受,不需要监管,是,接受,不愿意支付,不担心
R1702,46-60岁,女,高中/中专,城市,是,是,是,是,医疗影像识别,朋友推荐,愿意,AI系统,使用过,准确,非常信任,其他,是,愿意,不担心,接受,政府,是,取决于场景,0-20元,担心
R1703,18-30岁,女,高中/中专,县级市,是,否,是,是,不清楚,医生介绍,愿意,医生,使用过,准确,完全不信任,其他,是,愿意,不担心,接受,政府,否,不接受,0-20元,不担心
R1704,46-60岁,女,高中/中专,农村,是,是,是,是,不清楚,医生介绍,不愿意,医生,听说过但没用过,快捷,完全不信任,无法理解,是,视情况而定,不担心,接受,政府,是,取决于场景,20-50元,担心
R1705,31-45岁,女,小学及以下,县级市,否,是,是,否,辅助诊断,朋友推荐,视情况而定,AI系统,听说过但没用过,方便,完全不信任,无法理解,否,愿意,不担心,接受,政府,是,不接受,50元以上,不担心
R1706,46-60岁,其他,研究生及以上,城市,是,是,是,是,辅助诊断,医生介绍,不愿意,AI系统,使用过,不满意,非常信任,其他,是,不愿意,稍微担心,不接受,政府,是,接受,不愿意支付,不了解
R1707,31-45岁,男,本科,农村,是,是,是,是,药物推荐,医生介绍,愿意,医生,没听说过,准确,较信任,错诊漏诊,是,愿意,不担心,接受,医院,是,取决于场景,不愿意支付,不担心
R1708,60岁以上,男,高中/中专,城市,否,是,是,是,医疗影像识别,不了解,视情况而定,难以判断,使用过,准确,较信任,被医生替代,无所谓,愿意,比较担心,接受,医院,否,取决于场景,20-50元,不担心
R1709,18岁以下,女,研究生及以上,城市,是,否,是,否,辅助诊断,医生介绍,愿意,医生,听说过但没用过,不满意,完全不信任,数据泄露,是,视情况而定,不担心,接受,第三方独立机构,是,不接受,不愿意支付,担心
R1710,46-60岁,女,研究生及以上,农村,否,否,是,是,辅助诊断,互联网搜索,愿意,AI系统,使用过,准确,一般,错诊漏诊,是,视情况而定,非常担心,不确定,政府,否,接受,20-50元,不了解
R1711,18-30岁,女,本科,县级市,是,是,是,是,辅助诊断,不了解,不愿意,AI系统,听说过但没用过,准确,完全不信任,错诊漏诊,是,愿意,比较担心,接受,不需要监管,是,不接受,20-50元,担心
R1712,46-60岁,其他,小学及以下,县级市,否,否,是,是,医疗影像识别,互联网搜索,愿意,AI系统,没听说过,准确,一般,被医生替代,否,不愿意,不担心,接受,医院,是,接受,0-20元,担心
R1713,46-60岁,其他,初中,农村,否,否,否,是,辅助诊断,医生介绍,不愿意,医生,没听说过,不满意,较信任,错诊漏诊,是,视情况而定,不担心,接受,政府,否,接受,不愿意支付,不了解
R1714,18岁以下,女,小学及以下,县级市,否,是,是,是,辅助诊断,新闻报道,愿意,AI系统,没听说过,快捷,非常信任,被医生替代,无所谓,愿意,不担心,不接受,第三方独立机构,是,接受,0-20元,担心
R1715,60岁以上,其他,初中,农村,是,是,是,是,医疗影像识别,医生介绍,视情况而定,AI系统,使用过,准确,一般,数据泄露,是,愿意,不担心,不接受,不需要监管,是,接受,0-20元,担心
R1716,60岁以上,男,小学及以下,农村,是,否,是,是,辅助诊断,医生介绍,愿意,难以判断,没听说过,准确,非常信任,错诊漏诊,无所谓,视情况而定,比较担心,接受,不需要监管,否,接受,0-20元,担心
R1717,60岁以上,其他,高中/中专,城市,是,否,是,是,辅助诊断,医生介绍,愿意,AI系统,听说过但没用过,准确,完全不信任,错诊漏诊,否,视情况而定,不担心,接受,不需要监管,否,接受,不愿意支付,担心
R1718,31-45岁,男,高中/中专,县级市,是,否,是,是,不清楚,医生介绍,愿意,都不信任,使用过,快捷,完全不信任,数据泄露,无所谓,愿意,稍微担心,不确定,政府,否,不接受,不愿意支付,担心
R1719,18岁以下,男,初中,城市,是,是,是,是,辅助诊断,不了解,愿意,AI系统,没听说过,不满意,较信任,无法理解,是,不愿意,不担心,不确定,政府,是,取决于场景,0-20元,担心
R1720,31-45岁,男,研究生及以上,县级市,否,否,是,是,医疗影像识别,互联网搜索,愿意,AI系统,听说过但没用过,不满意,完全不信任,数据泄露,否,愿意,稍微担心,不确定,政府,否,取决于场景,50元以上,不了解
R1721,18-30岁,男,高中/中专,农村,否,是,是,是,医疗影像识别,朋友推荐,愿意,AI系统,使用过,方便,完全不信任,错诊漏诊,无所谓,愿意,比较担心,接受,第三方独立机构,是,不接受,50元以上,担心
R1722,46-60岁,男,高中/中专,城市,是,否,是,否,辅助诊断,医生介绍,愿意,AI系统,使用过,准确,完全不信任,错诊漏诊,是,愿意,不担心,接受,不需要监管,否,接受,不愿意支付,不担心
R1723,60岁以上,男,本科,城市,否,否,是,是,药物推荐,医生介绍,视情况而定,AI系统,使用过,快捷,较不信任,错诊漏诊,是,不愿意,不担心,接受,政府,否,接受,不愿意支付,担心
R1724,46-60岁,男,小学及以下,县级市,否,是,是,否,药物推荐,朋友推荐,视情况而定,AI系统,使用过,未使用,非常信任,错诊漏诊,否,视情况而定,稍微担心,接受,政府,是,取决于场景,0-20元,担心
R1725,18岁以下,女,初中,县级市,是,否,是,否,辅助诊断,医生介绍,愿意,AI系统,使用过,未使用,非常信任,被医生替代,无所谓,愿意,非常担心,接受,政府,不确定,取决于场景,20-50元,担心
R1726,18岁以下,男,小学及以下,县级市,是,是,是,是,医疗影像识别,不了解,视情况而定,AI系统,没听说过,准确,完全不信任,其他,是,愿意,非常担心,不确定,政府,是,不接受,不愿意支付,担心
R1727,31-45岁,男,小学及以下,县级市,否,否,是,是,药物推荐,医生介绍,不愿意,难以判断,听说过但没用过,不满意,一般,被医生替代,是,视情况而定,不担心,不确定,政府,不确定,接受,不愿意支付,不了解
