Year,Region,Data Source,Market Size,Currency
2024,USA,Heidi Health,2.5,USD
2024,USA,Owkin,0.3,USD
2024,USA,Regard,20.0,USD
2024,USA,依图科技,41.4,USD
2024,USA,BenevolentAI,24.7,USD
2024,USA,Digital Diagnostics,9.4,USD
2024,USA,Owkin,32.6,USD
2024,USA,Angle Health,16.1,USD
2024,USA,CKGSB Knowledge,21.8,USD
2024,USA,华大智造,9.2,USD
2024,USA,SimpleTherapy,4.3,USD
2024,USA,Praxis EMR,32.8,USD
2024,USA,前瞻产业研究院,6.9,USD
2024,USA,联影智能,20.4,USD
2024,USA,数坤科技,46.5,USD
2024,USA,PathAI,0.2,USD
2024,USA,依图科技,34.5,USD
